Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Total Sale,Time of the day,Day of the week
338-65-2210,Giza,Naypyitaw,Member,Health and beauty,68.6,10,34.3,720.3,2019-02-05,2026-04-20 19:57:00,Cash,686.0,4.761904762,34.3,686.0,Evening,Tuesday
488-25-4221,Giza,Naypyitaw,Member,Food and beverages,30.41,1,1.5205,31.9305,2019-02-22,2026-04-20 10:36:00,Credit card,30.41,4.761904762,1.5205,30.41,Morning,Friday
239-10-7476,Alex,Yangon,Normal,Home and lifestyle,77.95,6,23.385,491.085,2019-01-21,2026-04-20 16:37:00,Ewallet,467.7,4.761904762,23.385,467.70000000000005,Afternoon,Monday
458-41-1477,Giza,Naypyitaw,Normal,Health and beauty,46.26,6,13.878,291.438,2019-03-08,2026-04-20 17:11:00,Credit card,277.56,4.761904762,13.878,277.56,Afternoon,Friday
685-64-1609,Alex,Yangon,Member,Fashion accessories,30.14,10,15.07,316.47,2019-02-10,2026-04-20 12:28:00,Ewallet,301.4,4.761904762,15.07,301.4,Afternoon,Sunday
568-90-5112,Giza,Naypyitaw,Normal,Health and beauty,66.14,4,13.228,277.788,2019-03-19,2026-04-20 12:46:00,Credit card,264.56,4.761904762,13.228,264.56,Afternoon,Tuesday
262-47-2794,Cairo,Mandalay,Member,Home and lifestyle,71.86,8,28.744,603.624,2019-03-06,2026-04-20 15:07:00,Credit card,574.88,4.761904762,28.744,574.88,Afternoon,Wednesday
238-49-0436,Alex,Yangon,Normal,Health and beauty,32.46,8,12.984,272.664,2019-03-27,2026-04-20 13:48:00,Credit card,259.68,4.761904762,12.984,259.68,Afternoon,Wednesday
608-96-3517,Cairo,Mandalay,Member,Fashion accessories,91.54,4,18.308,384.468,2019-03-23,2026-04-20 19:20:00,Credit card,366.16,4.761904762,18.308,366.16,Evening,Saturday
584-86-7256,Giza,Naypyitaw,Member,Sports and travel,34.56,7,12.096,254.016,2019-03-11,2026-04-20 16:07:00,Credit card,241.92,4.761904762,12.096,241.92000000000002,Afternoon,Monday
746-94-0204,Alex,Yangon,Normal,Fashion accessories,83.24,9,37.458,786.618,2019-01-29,2026-04-20 11:56:00,Credit card,749.16,4.761904762,37.458,749.16,Morning,Tuesday
214-17-6927,Giza,Naypyitaw,Normal,Food and beverages,16.48,6,4.944,103.824,2019-02-07,2026-04-20 18:23:00,Ewallet,98.88,4.761904762,4.944,98.88,Evening,Thursday
400-89-4171,Giza,Naypyitaw,Normal,Sports and travel,80.97,8,32.388,680.148,2019-01-28,2026-04-20 13:05:00,Cash,647.76,4.761904762,32.388,647.76,Afternoon,Monday
782-95-9291,Alex,Yangon,Member,Food and beverages,92.29,5,23.0725,484.5225,2019-02-20,2026-04-20 15:55:00,Credit card,461.45,4.761904762,23.0725,461.45000000000005,Afternoon,Wednesday
279-74-2924,Cairo,Mandalay,Member,Electronic accessories,72.17,1,3.6085,75.7785,2019-01-04,2026-04-20 19:40:00,Cash,72.17,4.761904762,3.6085,72.17,Evening,Friday
307-85-2293,Cairo,Mandalay,Normal,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07,2026-04-20 13:58:00,Ewallet,251.4,4.761904762,12.57,251.4,Afternoon,Thursday
743-04-1105,Cairo,Mandalay,Member,Health and beauty,97.22,9,43.749,918.729,2019-03-30,2026-04-20 14:43:00,Ewallet,874.98,4.761904762,43.749,874.98,Afternoon,Saturday
423-57-2993,Cairo,Mandalay,Normal,Sports and travel,93.39,6,28.017,588.357,2019-03-27,2026-04-20 19:18:00,Ewallet,560.34,4.761904762,28.017,560.34,Evening,Wednesday
894-41-5205,Giza,Naypyitaw,Normal,Food and beverages,43.18,8,17.272,362.712,2019-01-19,2026-04-20 19:39:00,Credit card,345.44,4.761904762,17.272,345.44,Evening,Saturday
275-28-0149,Alex,Yangon,Normal,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,2026-04-20 16:21:00,Cash,63.69,4.761904762,3.1845,63.69,Afternoon,Monday
101-17-6199,Alex,Yangon,Normal,Food and beverages,45.79,7,16.0265,336.5565,2019-03-13,2026-04-20 19:44:00,Credit card,320.53,4.761904762,16.0265,320.53,Evening,Wednesday
423-80-0988,Giza,Naypyitaw,Normal,Sports and travel,76.4,2,7.64,160.44,2019-01-30,2026-04-20 19:42:00,Ewallet,152.8,4.761904762,7.64,152.8,Evening,Wednesday
548-46-9322,Cairo,Mandalay,Normal,Food and beverages,39.9,10,19.95,418.95,2019-02-20,2026-04-20 15:24:00,Credit card,399.0,4.761904762,19.95,399.0,Afternoon,Wednesday
505-02-0892,Cairo,Mandalay,Member,Health and beauty,42.57,8,17.028,357.588,2019-02-25,2026-04-20 14:12:00,Ewallet,340.56,4.761904762,17.028,340.56,Afternoon,Monday
234-65-2137,Giza,Naypyitaw,Normal,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16,2026-04-20 13:32:00,Cash,955.8,4.761904762,47.79,955.8,Afternoon,Wednesday
687-47-8271,Alex,Yangon,Normal,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,2026-04-20 16:20:00,Credit card,989.8,4.761904762,49.49,989.8000000000001,Afternoon,Friday
796-32-9050,Alex,Yangon,Normal,Food and beverages,51.28,6,15.384,323.064,2019-01-19,2026-04-20 16:31:00,Cash,307.68,4.761904762,15.384,307.68,Afternoon,Saturday
105-31-1824,Alex,Yangon,Member,Sports and travel,69.52,7,24.332,510.972,2019-02-01,2026-04-20 15:10:00,Credit card,486.64,4.761904762,24.332,486.64,Afternoon,Friday
249-42-3782,Alex,Yangon,Normal,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,2026-04-20 11:36:00,Ewallet,350.05,4.761904762,17.5025,350.05,Morning,Thursday
316-55-4634,Cairo,Mandalay,Member,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,2026-04-20 12:45:00,Credit card,400.25,4.761904762,20.0125,400.25,Afternoon,Saturday
733-33-4967,Giza,Naypyitaw,Normal,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,2026-04-20 19:17:00,Cash,166.8,4.761904762,8.34,166.8,Evening,Sunday
608-27-6295,Cairo,Mandalay,Member,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,2026-04-20 17:34:00,Credit card,317.34,4.761904762,15.867,317.34000000000003,Afternoon,Saturday
414-12-7047,Cairo,Mandalay,Normal,Food and beverages,19.79,8,7.916,166.236,2019-01-18,2026-04-20 12:04:00,Ewallet,158.32,4.761904762,7.916,158.32,Afternoon,Friday
827-26-2100,Alex,Yangon,Member,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,2026-04-20 16:21:00,Ewallet,304.56,4.761904762,15.228,304.56000000000006,Afternoon,Thursday
175-54-2529,Alex,Yangon,Member,Food and beverages,22.17,8,8.868,186.228,2019-03-03,2026-04-20 17:01:00,Credit card,177.36,4.761904762,8.868,177.36,Afternoon,Sunday
139-52-2867,Giza,Naypyitaw,Normal,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,2026-04-20 10:50:00,Credit card,157.57,4.761904762,7.8785,157.57000000000002,Morning,Wednesday
407-63-8975,Alex,Yangon,Normal,Food and beverages,73.88,6,22.164,465.444,2019-03-23,2026-04-20 19:16:00,Ewallet,443.28,4.761904762,22.164,443.28,Evening,Saturday
342-65-4817,Giza,Naypyitaw,Member,Health and beauty,86.8,3,13.02,273.42,2019-01-28,2026-04-20 16:47:00,Ewallet,260.4,4.761904762,13.02,260.4,Afternoon,Monday
130-98-8941,Giza,Naypyitaw,Normal,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,2026-04-20 10:00:00,Cash,449.82,4.761904762,22.491,449.82000000000005,Morning,Saturday
434-83-9547,Giza,Naypyitaw,Member,Food and beverages,38.47,8,15.388,323.148,2019-01-23,2026-04-20 11:51:00,Cash,307.76,4.761904762,15.388,307.76,Morning,Wednesday
851-28-6367,Alex,Yangon,Member,Sports and travel,15.5,10,7.75,162.75,2019-03-23,2026-04-20 10:55:00,Ewallet,155.0,4.761904762,7.75,155.0,Morning,Saturday
824-88-3614,Giza,Naypyitaw,Normal,Health and beauty,34.31,8,13.724,288.204,2019-01-25,2026-04-20 15:00:00,Ewallet,274.48,4.761904762,13.724,274.48,Afternoon,Friday
586-25-0848,Alex,Yangon,Normal,Sports and travel,12.34,7,4.319,90.699,2019-03-04,2026-04-20 11:19:00,Credit card,86.38,4.761904762,4.319,86.38,Morning,Monday
895-66-0685,Cairo,Mandalay,Member,Food and beverages,18.08,3,2.712,56.952,2019-03-05,2026-04-20 19:46:00,Ewallet,54.24,4.761904762,2.712,54.239999999999995,Evening,Tuesday
305-14-0245,Cairo,Mandalay,Member,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,2026-04-20 19:00:00,Ewallet,755.92,4.761904762,37.796,755.92,Evening,Sunday
732-04-5373,Cairo,Mandalay,Member,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,2026-04-20 10:53:00,Cash,185.88,4.761904762,9.294,185.88,Morning,Friday
400-60-7251,Alex,Yangon,Normal,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,2026-04-20 12:50:00,Ewallet,74.07,4.761904762,3.7035,74.07,Afternoon,Sunday
593-65-1552,Giza,Naypyitaw,Normal,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,2026-04-20 20:50:00,Credit card,279.24,4.761904762,13.962,279.24,Evening,Monday
284-34-9626,Cairo,Mandalay,Normal,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,2026-04-20 10:39:00,Credit card,231.12,4.761904762,11.556,231.12,Morning,Monday
437-58-8131,Cairo,Mandalay,Normal,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,2026-04-20 13:41:00,Ewallet,147.04,4.761904762,7.352,147.04,Afternoon,Tuesday
286-43-6208,Giza,Naypyitaw,Normal,Food and beverages,87.8,9,39.51,829.71,2019-03-16,2026-04-20 19:08:00,Cash,790.2,4.761904762,39.51,790.1999999999999,Evening,Saturday
641-43-2399,Cairo,Mandalay,Normal,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,2026-04-20 20:23:00,Ewallet,102.2,4.761904762,5.11,102.2,Evening,Saturday
831-07-6050,Alex,Yangon,Normal,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,2026-04-20 11:30:00,Credit card,163.55,4.761904762,8.1775,163.55,Morning,Tuesday
556-86-3144,Giza,Naypyitaw,Member,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,2026-04-20 19:30:00,Cash,74.29,4.761904762,3.7145,74.29,Evening,Sunday
848-24-9445,Giza,Naypyitaw,Member,Health and beauty,43.7,2,4.37,91.77,2019-03-26,2026-04-20 18:03:00,Cash,87.4,4.761904762,4.37,87.4,Evening,Tuesday
856-22-8149,Alex,Yangon,Normal,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,2026-04-20 10:13:00,Ewallet,25.29,4.761904762,1.2645,25.29,Morning,Saturday
699-01-4164,Giza,Naypyitaw,Normal,Health and beauty,41.5,4,8.3,174.3,2019-03-12,2026-04-20 19:58:00,Credit card,166.0,4.761904762,8.3,166.0,Evening,Tuesday
420-11-4919,Giza,Naypyitaw,Member,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,2026-04-20 19:57:00,Credit card,356.95,4.761904762,17.8475,356.95,Evening,Sunday
606-80-4905,Giza,Naypyitaw,Member,Sports and travel,19.15,6,5.745,120.645,2019-01-29,2026-04-20 10:01:00,Credit card,114.9,4.761904762,5.745,114.89999999999999,Morning,Tuesday
542-41-0513,Cairo,Mandalay,Member,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,2026-04-20 11:57:00,Cash,229.96,4.761904762,11.498,229.96,Morning,Friday
426-39-2418,Giza,Naypyitaw,Normal,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,2026-04-20 10:02:00,Cash,429.87,4.761904762,21.4935,429.87,Morning,Monday
875-46-5808,Cairo,Mandalay,Member,Health and beauty,25.9,10,12.95,271.95,2019-02-06,2026-04-20 14:51:00,Ewallet,259.0,4.761904762,12.95,259.0,Afternoon,Wednesday
394-43-4238,Cairo,Mandalay,Member,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,2026-04-20 12:42:00,Credit card,88.85,4.761904762,4.4425,88.85,Afternoon,Friday
749-24-1565,Alex,Yangon,Normal,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,2026-04-20 12:02:00,Ewallet,207.27,4.761904762,10.3635,207.27,Afternoon,Thursday
672-51-8681,Giza,Naypyitaw,Member,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,2026-04-20 18:19:00,Credit card,599.85,4.761904762,29.9925,599.85,Evening,Friday
263-87-5680,Giza,Naypyitaw,Member,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,2026-04-20 17:38:00,Ewallet,285.3,4.761904762,14.265,285.3,Afternoon,Monday
573-58-9734,Cairo,Mandalay,Normal,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,2026-04-20 13:41:00,Ewallet,91.11,4.761904762,4.5555,91.11,Afternoon,Thursday
817-69-8206,Cairo,Mandalay,Normal,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,2026-04-20 19:42:00,Credit card,897.57,4.761904762,44.8785,897.57,Evening,Saturday
888-02-0338,Alex,Yangon,Normal,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,2026-04-20 20:24:00,Ewallet,236.07,4.761904762,11.8035,236.07,Evening,Friday
677-11-0152,Giza,Naypyitaw,Normal,Food and beverages,93.26,9,41.967,881.307,2019-01-16,2026-04-20 18:08:00,Cash,839.34,4.761904762,41.967,839.34,Evening,Wednesday
142-63-6033,Cairo,Mandalay,Normal,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,2026-04-20 19:17:00,Ewallet,461.8,4.761904762,23.09,461.8,Evening,Wednesday
656-16-1063,Cairo,Mandalay,Normal,Sports and travel,46.42,3,6.963,146.223,2019-01-04,2026-04-20 13:24:00,Credit card,139.26,4.761904762,6.963,139.26,Afternoon,Friday
891-58-8335,Cairo,Mandalay,Member,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,2026-04-20 15:53:00,Cash,207.27,4.761904762,10.3635,207.26999999999998,Afternoon,Monday
802-43-8934,Alex,Yangon,Normal,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,2026-04-20 15:05:00,Credit card,18.28,4.761904762,0.914,18.28,Afternoon,Friday
560-30-5617,Cairo,Mandalay,Normal,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,2026-04-20 18:27:00,Cash,123.85,4.761904762,6.1925,123.85,Evening,Sunday
319-74-2561,Alex,Yangon,Member,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,2026-04-20 16:55:00,Cash,283.92,4.761904762,14.196,283.92,Afternoon,Thursday
549-03-9315,Cairo,Mandalay,Normal,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,2026-04-20 12:58:00,Ewallet,758.96,4.761904762,37.948,758.96,Afternoon,Tuesday
790-29-1172,Cairo,Mandalay,Normal,Food and beverages,57.34,3,8.601,180.621,2019-03-10,2026-04-20 18:59:00,Credit card,172.02,4.761904762,8.601,172.02,Evening,Sunday
239-36-3640,Cairo,Mandalay,Normal,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,2026-04-20 13:44:00,Ewallet,272.1,4.761904762,13.605,272.1,Afternoon,Thursday
468-01-2051,Cairo,Mandalay,Normal,Food and beverages,62.08,7,21.728,456.288,2019-03-06,2026-04-20 13:46:00,Ewallet,434.56,4.761904762,21.728,434.56,Afternoon,Wednesday
389-25-3394,Giza,Naypyitaw,Normal,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,2026-04-20 18:06:00,Cash,59.05,4.761904762,2.9525,59.050000000000004,Evening,Sunday
279-62-1445,Giza,Naypyitaw,Member,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,2026-04-20 12:38:00,Cash,12.54,4.761904762,0.627,12.54,Afternoon,Thursday
213-72-6612,Alex,Yangon,Normal,Food and beverages,43.25,2,4.325,90.825,2019-03-20,2026-04-20 15:56:00,Cash,86.5,4.761904762,4.325,86.5,Afternoon,Wednesday
746-68-6593,Giza,Naypyitaw,Member,Sports and travel,87.16,2,8.716,183.036,2019-01-11,2026-04-20 14:29:00,Credit card,174.32,4.761904762,8.716,174.32,Afternoon,Friday
836-82-5858,Cairo,Mandalay,Member,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,2026-04-20 19:14:00,Ewallet,624.33,4.761904762,31.2165,624.33,Evening,Saturday
583-72-1480,Giza,Naypyitaw,Member,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,2026-04-20 16:24:00,Ewallet,148.24,4.761904762,7.412,148.24,Afternoon,Thursday
466-61-5506,Cairo,Mandalay,Member,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,2026-04-20 10:52:00,Cash,544.2,4.761904762,27.21,544.2,Morning,Tuesday
721-86-6247,Alex,Yangon,Normal,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,2026-04-20 12:55:00,Ewallet,507.36,4.761904762,25.368,507.36,Afternoon,Monday
289-65-5721,Cairo,Mandalay,Normal,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,2026-04-20 19:28:00,Cash,162.74,4.761904762,8.137,162.74,Evening,Saturday
545-46-3100,Cairo,Mandalay,Member,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,2026-04-20 13:52:00,Credit card,31.77,4.761904762,1.5885,31.77,Afternoon,Tuesday
418-02-5978,Cairo,Mandalay,Normal,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,2026-04-20 10:54:00,Cash,756.81,4.761904762,37.8405,756.8100000000001,Morning,Monday
269-04-5750,Cairo,Mandalay,Member,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,2026-04-20 18:31:00,Cash,295.28,4.761904762,14.764,295.28,Evening,Thursday
157-13-5295,Alex,Yangon,Member,Health and beauty,51.94,10,25.97,545.37,2019-03-09,2026-04-20 18:24:00,Ewallet,519.4,4.761904762,25.97,519.4,Evening,Saturday
645-78-8093,Alex,Yangon,Normal,Sports and travel,93.14,2,9.314,195.594,2019-01-20,2026-04-20 18:09:00,Ewallet,186.28,4.761904762,9.314,186.28,Evening,Sunday
211-30-9270,Giza,Naypyitaw,Normal,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,2026-04-20 15:16:00,Credit card,87.05,4.761904762,4.3525,87.05,Afternoon,Monday
755-12-3214,Giza,Naypyitaw,Member,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,2026-04-20 17:07:00,Credit card,221.1,4.761904762,11.055,221.1,Afternoon,Tuesday
346-84-3103,Cairo,Mandalay,Member,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,2026-04-20 19:26:00,Cash,66.1,4.761904762,3.305,66.10000000000001,Evening,Saturday
478-06-7835,Alex,Yangon,Normal,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,2026-04-20 11:20:00,Ewallet,89.69,4.761904762,4.4845,89.69,Morning,Friday
540-11-4336,Alex,Yangon,Normal,Food and beverages,24.94,9,11.223,235.683,2019-01-11,2026-04-20 16:49:00,Credit card,224.46,4.761904762,11.223,224.46,Afternoon,Friday
448-81-5016,Alex,Yangon,Normal,Health and beauty,59.77,2,5.977,125.517,2019-03-11,2026-04-20 12:01:00,Credit card,119.54,4.761904762,5.977,119.54,Afternoon,Monday
142-72-4741,Giza,Naypyitaw,Member,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,2026-04-20 18:37:00,Credit card,186.4,4.761904762,9.32,186.4,Evening,Thursday
217-58-1179,Alex,Yangon,Member,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,2026-04-20 11:25:00,Cash,250.6,4.761904762,12.53,250.6,Morning,Saturday
376-02-8238,Cairo,Mandalay,Normal,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,2026-04-20 18:42:00,Credit card,750.96,4.761904762,37.548,750.96,Evening,Saturday
530-90-9855,Alex,Yangon,Member,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,2026-04-20 14:47:00,Cash,380.72,4.761904762,19.036,380.72,Afternoon,Tuesday
866-05-7563,Cairo,Mandalay,Member,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,2026-04-20 19:43:00,Cash,244.2,4.761904762,12.21,244.20000000000002,Evening,Saturday
604-70-6476,Alex,Yangon,Member,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,2026-04-20 14:04:00,Ewallet,89.7,4.761904762,4.485,89.7,Afternoon,Wednesday
799-71-1548,Alex,Yangon,Member,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,2026-04-20 16:11:00,Credit card,310.88,4.761904762,15.544,310.88,Afternoon,Monday
785-13-7708,Cairo,Mandalay,Normal,Food and beverages,73.06,7,25.571,536.991,2019-01-14,2026-04-20 19:06:00,Credit card,511.42,4.761904762,25.571,511.42,Evening,Monday
845-51-0542,Cairo,Mandalay,Member,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,2026-04-20 15:34:00,Ewallet,418.95,4.761904762,20.9475,418.95,Afternoon,Saturday
662-47-5456,Giza,Naypyitaw,Member,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,2026-04-20 19:06:00,Credit card,351.9,4.761904762,17.595,351.9,Evening,Sunday
883-17-4236,Giza,Naypyitaw,Normal,Sports and travel,14.39,2,1.439,30.219,2019-03-02,2026-04-20 19:44:00,Credit card,28.78,4.761904762,1.439,28.78,Evening,Saturday
290-68-2984,Alex,Yangon,Normal,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,2026-04-20 11:22:00,Cash,95.0,4.761904762,4.75,95.0,Morning,Saturday
704-11-6354,Alex,Yangon,Member,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,2026-04-20 11:23:00,Cash,471.2,4.761904762,23.56,471.2,Morning,Sunday
110-48-7033,Cairo,Mandalay,Member,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,2026-04-20 14:12:00,Cash,130.48,4.761904762,6.524,130.48,Afternoon,Tuesday
366-93-0948,Alex,Yangon,Member,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,2026-04-20 10:46:00,Credit card,66.35,4.761904762,3.3175,66.35,Morning,Thursday
729-09-9681,Alex,Yangon,Member,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,2026-04-20 10:16:00,Ewallet,155.46,4.761904762,7.773,155.46,Morning,Tuesday
151-16-1484,Alex,Yangon,Member,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,2026-04-20 12:38:00,Ewallet,129.0,4.761904762,6.45,129.0,Afternoon,Wednesday
380-94-4661,Giza,Naypyitaw,Member,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,2026-04-20 13:05:00,Credit card,263.76,4.761904762,13.188,263.76,Afternoon,Thursday
850-41-9669,Alex,Yangon,Normal,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,2026-04-20 13:25:00,Ewallet,675.54,4.761904762,33.777,675.54,Afternoon,Tuesday
821-07-3596,Giza,Naypyitaw,Normal,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,2026-04-20 14:53:00,Ewallet,65.8,4.761904762,3.29,65.8,Afternoon,Thursday
655-85-5130,Cairo,Mandalay,Member,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,2026-04-20 19:22:00,Cash,153.2,4.761904762,7.66,153.2,Evening,Wednesday
447-15-7839,Alex,Yangon,Member,Sports and travel,22.24,10,11.12,233.52,2019-02-09,2026-04-20 11:00:00,Cash,222.4,4.761904762,11.12,222.39999999999998,Morning,Saturday
154-74-7179,Cairo,Mandalay,Normal,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,2026-04-20 19:24:00,Ewallet,54.45,4.761904762,2.7225,54.45,Evening,Tuesday
253-12-6086,Alex,Yangon,Member,Sports and travel,98.4,7,34.44,723.24,2019-03-12,2026-04-20 12:43:00,Credit card,688.8,4.761904762,34.44,688.8000000000001,Afternoon,Tuesday
808-65-0703,Giza,Naypyitaw,Normal,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,2026-04-20 17:22:00,Credit card,141.88,4.761904762,7.094,141.88,Afternoon,Thursday
571-94-0759,Cairo,Mandalay,Member,Food and beverages,74.6,10,37.3,783.3,2019-01-08,2026-04-20 20:55:00,Cash,746.0,4.761904762,37.3,746.0,Evening,Tuesday
144-51-6085,Alex,Yangon,Member,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,2026-04-20 16:05:00,Credit card,282.96,4.761904762,14.148,282.96,Afternoon,Saturday
731-14-2199,Alex,Yangon,Member,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,2026-04-20 13:34:00,Ewallet,355.4,4.761904762,17.77,355.4,Afternoon,Friday
783-09-1637,Cairo,Mandalay,Normal,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,2026-04-20 18:13:00,Ewallet,337.15,4.761904762,16.8575,337.15000000000003,Evening,Wednesday
687-15-1097,Giza,Naypyitaw,Member,Health and beauty,21.12,2,2.112,44.352,2019-01-03,2026-04-20 19:17:00,Cash,42.24,4.761904762,2.112,42.24,Evening,Thursday
126-54-1082,Alex,Yangon,Member,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,2026-04-20 11:44:00,Credit card,193.86,4.761904762,9.693,193.85999999999999,Morning,Monday
633-91-1052,Alex,Yangon,Normal,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,2026-04-20 15:51:00,Cash,24.06,4.761904762,1.203,24.06,Afternoon,Sunday
477-24-6490,Cairo,Mandalay,Normal,Health and beauty,99.71,6,29.913,628.173,2019-02-26,2026-04-20 16:52:00,Ewallet,598.26,4.761904762,29.913,598.26,Afternoon,Tuesday
566-19-5475,Cairo,Mandalay,Normal,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,2026-04-20 20:52:00,Cash,335.79,4.761904762,16.7895,335.78999999999996,Evening,Monday
526-86-8552,Giza,Naypyitaw,Member,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,2026-04-20 17:36:00,Cash,218.2,4.761904762,10.91,218.2,Afternoon,Monday
376-56-3573,Giza,Naypyitaw,Normal,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,2026-04-20 13:23:00,Ewallet,381.68,4.761904762,19.084,381.68,Afternoon,Saturday
537-72-0426,Giza,Naypyitaw,Member,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,2026-04-20 16:28:00,Cash,709.9,4.761904762,35.495,709.9,Afternoon,Wednesday
828-61-5674,Alex,Yangon,Member,Sports and travel,44.02,10,22.01,462.21,2019-03-20,2026-04-20 19:57:00,Credit card,440.2,4.761904762,22.01,440.20000000000005,Evening,Wednesday
136-08-6195,Alex,Yangon,Normal,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,2026-04-20 17:01:00,Credit card,559.68,4.761904762,27.984,559.68,Afternoon,Friday
523-38-0215,Giza,Naypyitaw,Normal,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,2026-04-20 13:29:00,Credit card,37.0,4.761904762,1.85,37.0,Afternoon,Wednesday
490-29-1201,Alex,Yangon,Normal,Sports and travel,15.34,1,0.767,16.107,2019-01-06,2026-04-20 11:09:00,Cash,15.34,4.761904762,0.767,15.34,Morning,Sunday
667-92-0055,Alex,Yangon,Member,Health and beauty,99.83,6,29.949,628.929,2019-03-04,2026-04-20 15:02:00,Ewallet,598.98,4.761904762,29.949,598.98,Afternoon,Monday
565-17-3836,Alex,Yangon,Member,Health and beauty,47.67,4,9.534,200.214,2019-03-12,2026-04-20 14:21:00,Cash,190.68,4.761904762,9.534,190.68,Afternoon,Tuesday
